X_deg,Y_deg,Pop,GridCellArea,Country,ElecPop,WindVel,GHI,TravelHours,Elevation,ResidentialDemandTierCustom,Slope,NightLights,LandCover,SubstationDist,TransformerDist,CurrentHVLineDist,PlannedHVLineDist,CurrentMVLineDist,PlannedMVLineDist,RoadDist,HydropowerDist,Hydropower,HydropowerFID,IsUrban,PerCapitaDemand,HealthDemand,EducationDemand,AgriDemand,ElectrificationOrder,Conflict,CommercialDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,id,GridPenalty,WindCF,PopStartYear,ElecPopCalib,Pop2025High,Pop2025Low,Pop2030High,Pop2030Low,Pop2018,ElecStart,GridDistCalibElec,FinalElecCode2018,MVConnectDist,minTDdist,Pop2025,NewConnections2025,NumPeoplePerHH,Tier,EnergyPerSettlement2025,TotalEnergyPerCell,SADieselFuelCost2025,MGDieselFuelCost2025,MG_Hydro2025,MG_PV2025,MG_Wind2025,MG_Diesel2025,SA_Diesel2025,SA_PV2025,Minimum_Tech_Off_grid2025,Minimum_LCOE_Off_grid2025,Off_Grid_Code2025,Grid2025,MinGridDist2025,ElectrificationOrder2025,MinimumOverall2025,MinimumOverallLCOE2025,MinimumOverallCode2025,InvestmentCost2025,ElecStatusIn2025,InvestmentCapita2025,FinalElecCode2025,NewCapacity2025,Pop2030,NewConnections2030,EnergyPerSettlement2030,SADieselFuelCost2030,MGDieselFuelCost2030,MG_Hydro2030,MG_PV2030,MG_Wind2030,MG_Diesel2030,SA_Diesel2030,SA_PV2030,Minimum_Tech_Off_grid2030,Minimum_LCOE_Off_grid2030,Off_Grid_Code2030,Grid2030,MinGridDist2030,ElectrificationOrder2030,MinimumOverall2030,MinimumOverallLCOE2030,MinimumOverallCode2030,InvestmentCost2030,ElecStatusIn2030,InvestmentCapita2030,FinalElecCode2030,NewCapacity2030
42.72766,11.14896,1016.31915,0.069,Djibouti,1016.31915,6.80152,2258.9927,1.0778,693.3285,240.77615,0.54612,0.33158,16,4.223,9999,15.319,15.319,0.0,0.0,0.0,99,0,0,1,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1132,1.1777451,0.19109392,1123.5729,1123.5729,1154.5132,1127.7673,1177.1335,1130.773,1123.5729,0,9999,99,0.0,0.0,1154.5132,1154.5132,7.7,4,130573.81,133132.16,39.13087,30.31338,99.0,0.21547404,0.3607117,99,99,0.28108358,MG_PV2025,0.21547404,5.0,0.07085647,0.0,1,Grid2025,0.07085647,1.0,138766.8,1,120.195076,1.0,20.318546,1177.1335,22.620453,2558.3413,39.13087,30.31338,99.0,0.21475846,0.35943425,99,99,0.61235416,MG_PV2030,0.21475846,5.0,0.03,0.0,1,Grid2030,0.03,1.0,1474.6411,1,65.19061,1.0,0.39810264
42.72266,11.14927,145.18845,0.017,Djibouti,145.18845,6.92159,2263.0,1.06667,696.0,239.08464,0.61601,0.43443,16,3.676,9999,15.76,15.76,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1129,1.1777451,0.19928725,160.5104,160.5104,164.93045,161.10962,168.16194,161.539,160.5104,0,9999,99,0.0,0.0,164.93045,164.93045,7.7,4,18653.4,19018.879,39.093937,30.31187,99.0,0.24362896,0.37567145,99,99,0.28058586,MG_PV2025,0.24362896,5.0,0.14729652,0.0,1,Grid2025,0.14729652,1.0,32876.824,1,199.33752,1.0,2.9026496,168.16194,3.2314932,365.47733,39.093937,30.31187,99.0,0.22018872,0.35172334,99,99,0.61126983,MG_PV2030,0.22018872,5.0,0.03,0.0,1,Grid2030,0.03,1.0,221.05696,1,68.40706,1.0,0.056871805
42.69349,11.14969,48.39615,0.009,Djibouti,48.39615,6.96408,2276.0,1.0,733.0,118.875,0.8512,3.08504,13,0.524,9999,18.289,18.289,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1128,1.1483939,0.20218936,53.50347,53.50347,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,0.0,54.976814,54.976814,7.7,4,6217.8003,6339.626,38.872696,30.302834,99.0,0.3029517,0.43151492,99,99,0.2789832,SA_PV2025,0.2789832,3.0,99.0,0.0,0,SA_PV2025,0.2789832,3.0,13568.428,1,246.80272,3.0,3.0354426,56.053978,1.0771644,121.825775,38.872696,30.302834,99.0,6.3418546,6.469924,99,99,0.6077784,SA_PV2030,0.6077784,3.0,99.0,0.0,0,SA_PV2030,0.6077784,3.0,333.83603,1,309.92114,3.0,0.059473626
42.736,11.14969,48.39615,0.009,Djibouti,48.39615,6.92072,2257.0,1.08333,692.0,118.875,0.54612,0.15302,7,5.128,9999,14.648,14.648,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1130,1.1483939,0.19922784,53.50347,53.50347,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,0.0,54.976814,54.976814,7.7,4,6217.8003,6339.626,39.14922,30.314129,99.0,0.3044859,0.4361351,99,99,0.28133175,SA_PV2025,0.28133175,3.0,99.0,0.0,0,SA_PV2025,0.28133175,3.0,13682.65,1,248.88037,3.0,3.0609956,56.053978,1.0771644,121.825775,39.14922,30.314129,99.0,6.3433824,6.474525,99,99,0.61289483,SA_PV2030,0.61289483,3.0,99.0,0.0,0,SA_PV2030,0.61289483,3.0,336.64633,1,312.53015,3.0,0.05997429
42.5243,11.15052,45.53018,0.009,Djibouti,0.0,7.36866,2303.0,1.55,619.0,175.8125,1.45686,0.0,7,18.002,9999,33.612,33.612,1.826,1.826,1.921,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1124,1.1236314,0.2297949,50.335052,0.0,51.721146,50.52296,52.73452,50.657608,50.335052,0,9999,99,0.0,1.826,51.721146,51.721146,7.7,4,5849.589,5964.2,40.69782,30.377388,99.0,0.30681562,0.40017748,99,99,0.27571246,SA_PV2025,0.27571246,3.0,99.0,0.0,0,SA_PV2025,0.27571246,3.0,12615.266,1,243.90926,3.0,2.8222072,52.73452,1.0133759,114.61138,40.69782,30.377388,99.0,6.6450877,6.7380996,99,99,0.6006529,SA_PV2030,0.6006529,3.0,99.0,0.0,0,SA_PV2030,0.6006529,3.0,310.38455,1,306.2877,3.0,0.05529569
42.69183,11.15052,48.39615,0.009,Djibouti,48.39615,7.12912,2276.0,1.0,733.0,118.875,0.8512,3.08504,7,0.321,9999,18.493,18.493,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1125,1.253772,0.21346408,53.50347,53.50347,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,0.0,54.976814,54.976814,7.7,4,6217.8003,6339.626,38.872696,30.302834,99.0,0.3029517,0.41509858,99,99,0.2789832,SA_PV2025,0.2789832,3.0,99.0,0.0,0,SA_PV2025,0.2789832,3.0,13568.428,1,246.80272,3.0,3.0354426,56.053978,1.0771644,121.825775,38.872696,30.302834,99.0,6.3418546,6.4535747,99,99,0.6077784,SA_PV2030,0.6077784,3.0,99.0,0.0,0,SA_PV2030,0.6077784,3.0,333.83603,1,309.92114,3.0,0.059473626
42.7185,11.15052,48.39615,0.009,Djibouti,48.39615,6.9521,2263.0,1.06667,696.0,118.875,0.61601,0.9773,7,3.214,9999,16.207,16.207,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1126,1.1777451,0.20137103,53.50347,53.50347,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,0.0,54.976814,54.976814,7.7,4,6217.8003,6339.626,39.093937,30.31187,99.0,0.30399862,0.432778,99,99,0.28058586,SA_PV2025,0.28058586,3.0,99.0,0.0,0,SA_PV2025,0.28058586,3.0,13646.373,1,248.2205,3.0,3.0528798,56.053978,1.0771644,121.825775,39.093937,30.31187,99.0,6.342897,6.471182,99,99,0.61126983,SA_PV2030,0.61126983,3.0,99.0,0.0,0,SA_PV2030,0.61126983,3.0,335.75378,1,311.7015,3.0,0.059815276
42.73267,11.15052,48.39615,0.009,Djibouti,48.39615,6.77524,2257.0,1.08333,692.0,224.49815,0.54612,0.22261,7,4.761,9999,14.994,14.994,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1127,1.1777451,0.18930286,53.50347,53.50347,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,0.0,54.976814,54.976814,7.7,4,6217.8003,6339.626,39.14922,30.314129,99.0,0.3044859,0.45267284,99,99,0.28133175,SA_PV2025,0.28133175,3.0,99.0,0.0,0,SA_PV2025,0.28133175,3.0,13682.65,1,248.88037,3.0,3.0609956,56.053978,1.0771644,121.825775,39.14922,30.314129,99.0,6.3433824,6.4909954,99,99,0.61289483,SA_PV2030,0.61289483,3.0,99.0,0.0,0,SA_PV2030,0.61289483,3.0,336.64633,1,312.53015,3.0,0.05997429
42.28009,11.15135,45.53018,0.009,Djibouti,0.0,5.27429,2263.5518,1.92248,385.20346,175.8125,0.79241,0.0,16,44.677,9999,59.15,35.812,3.52,3.52,3.437,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1120,1.1418033,0.09273598,50.335052,0.0,51.721146,50.52296,52.73452,50.657608,50.335052,0,9999,99,0.0,3.52,51.721146,51.721146,7.7,4,5849.589,5964.2,41.933857,30.427877,99.0,0.3099545,99.0,99,99,0.28051743,SA_PV2025,0.28051743,3.0,99.0,0.0,0,SA_PV2025,0.28051743,3.0,12835.119,1,248.15999,3.0,2.8713913,52.73452,1.0133759,114.61138,41.933857,30.427877,99.0,6.6482134,99.0,99,99,0.6111208,SA_PV2030,0.6111208,3.0,99.0,0.0,0,SA_PV2030,0.6111208,3.0,315.79376,1,311.62552,3.0,0.05625936
42.72016,11.15135,48.39615,0.009,Djibouti,48.39615,6.85228,2261.6555,1.06667,693.75934,118.875,0.60395,0.43443,7,3.394,9999,16.128,16.128,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1122,1.1777451,0.19455592,53.50347,53.50347,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,0.0,54.976814,54.976814,7.7,4,6217.8003,6339.626,39.093937,30.31187,99.0,0.30410758,0.44370964,99,99,0.28075263,SA_PV2025,0.28075263,3.0,99.0,0.0,0,SA_PV2025,0.28075263,3.0,13654.484,1,248.36806,3.0,3.0546947,56.053978,1.0771644,121.825775,39.093937,30.31187,99.0,6.3430057,6.4820685,99,99,0.6116332,SA_PV2030,0.6116332,3.0,99.0,0.0,0,SA_PV2030,0.6116332,3.0,335.95337,1,311.8868,3.0,0.059850834
42.73017,11.15135,96.7923,0.009,Djibouti,96.7923,6.84074,2256.5518,1.0908,688.86304,289.6875,0.54612,0.31231,7,4.486,9999,15.278,15.278,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1123,1.1777451,0.19376859,107.00694,107.00694,109.95363,107.40642,112.107956,107.692665,107.00694,0,9999,99,0.0,0.0,109.95363,109.95363,7.7,4,12435.601,12679.252,39.174007,30.315142,99.0,0.25577596,0.39627564,99,99,0.28138763,MG_PV2025,0.25577596,5.0,0.18728808,0.0,1,Grid2025,0.18728808,1.0,26470.557,1,240.7429,1.0,1.9350997,112.107956,2.1543288,243.65155,39.174007,30.315142,99.0,0.2180841,0.35804138,99,99,0.61301655,MG_PV2030,0.2180841,5.0,0.03,0.0,1,Grid2030,0.03,1.0,144.20876,1,66.939064,1.0,0.037914537
42.68905,11.15163,338.77304,0.026,Djibouti,338.77304,7.06782,2275.141,1.00157,736.93555,118.875,0.8512,3.08504,7,0.0,9999,18.819,18.819,0.0,0.0,0.0,99,0,0,1,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1121,,0.20927683,374.5243,374.5243,384.8377,375.92245,392.37787,376.92432,374.5243,0,9999,99,0.0,0.0,384.8377,384.8377,7.7,4,43524.6,44377.383,38.877907,30.303047,99.0,0.22309355,0.34106195,99,99,0.27908853,MG_PV2025,0.22309355,5.0,0.095810704,0.0,1,Grid2025,0.095810704,1.0,56198.438,1,146.03152,1.0,6.772849,392.37787,7.5401506,852.78046,38.877907,30.303047,99.0,0.21462199,0.33214003,99,99,0.6080078,MG_PV2030,0.21462199,5.0,0.03,0.0,1,Grid2030,0.03,1.0,496.44153,1,65.83974,1.0,0.13270088
42.71766,11.15219,48.39615,0.009,Djibouti,48.39615,6.92916,2262.6072,1.04929,696.7357,118.875,0.60395,0.9773,7,3.121,9999,16.413,16.413,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1117,1.1777451,0.19980422,53.50347,53.50347,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,0.0,54.976814,54.976814,7.7,4,6217.8003,6339.626,39.036263,30.309515,99.0,0.30403045,0.4352252,99,99,0.28063455,SA_PV2025,0.28063455,3.0,99.0,0.0,0,SA_PV2025,0.28063455,3.0,13648.742,1,248.2636,3.0,3.0534098,56.053978,1.0771644,121.825775,39.036263,30.309515,99.0,6.3429284,6.473619,99,99,0.6113759,SA_PV2030,0.6113759,3.0,99.0,0.0,0,SA_PV2030,0.6113759,3.0,335.81207,1,311.75565,3.0,0.059825663
42.736,11.15219,48.39615,0.009,Djibouti,48.39615,6.90087,2256.0,1.1,685.0,118.875,0.7296,0.15302,7,5.124,9999,14.835,14.835,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1118,1.1483939,0.19787243,53.50347,53.50347,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,0.0,54.976814,54.976814,7.7,4,6217.8003,6339.626,39.204536,30.31639,99.0,0.30456737,0.43829578,99,99,0.28145647,SA_PV2025,0.28145647,3.0,99.0,0.0,0,SA_PV2025,0.28145647,3.0,13688.716,1,248.99069,3.0,3.0623524,56.053978,1.0771644,121.825775,39.204536,30.31639,99.0,6.3434634,6.476677,99,99,0.6131665,SA_PV2030,0.6131665,3.0,99.0,0.0,0,SA_PV2030,0.6131665,3.0,336.79556,1,312.66867,3.0,0.060000874
42.78656,11.15247,145.18845,0.026,Djibouti,0.0,6.27856,2211.2007,1.44142,631.20074,118.875,0.62612,0.0,7,10.647,9999,10.527,10.527,1.246,1.246,1.464,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1119,1.1236314,0.1557839,160.5104,0.0,164.93045,161.10962,168.16194,161.539,160.5104,0,9999,99,1.246,1.246,164.93045,164.93045,7.7,4,18653.4,19018.879,40.337505,30.362669,99.0,0.2525891,0.46839684,99,99,0.28715882,MG_PV2025,0.2525891,5.0,0.20898849,1.4000447,1,Grid2025,0.20898849,1.0,43411.426,1,263.21048,1.0,2.9026496,168.16194,3.2314932,365.47733,40.337505,30.362669,99.0,0.23017384,0.44513136,99,99,0.6255894,MG_PV2030,0.23017384,5.0,0.03,0.0,1,Grid2030,0.03,1.0,231.37074,1,71.59871,1.0,0.056871805
41.90169,11.15302,45.53018,0.009,Djibouti,0.0,4.62912,2238.0,4.4,302.0,175.8125,2.0014,0.0,16,86.01,9999,99.913,44.492,27.305,27.305,27.459,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1116,1.0935532,0.058555864,50.335052,0.0,51.721146,50.52296,52.73452,50.657608,50.335052,0,9999,99,0.0,27.305,51.721146,51.721146,7.7,4,5849.589,5964.2,50.155262,30.76371,99.0,0.3120467,99.0,99,99,0.2837202,SA_PV2025,0.2837202,3.0,99.0,0.0,0,SA_PV2025,0.2837202,3.0,12981.661,1,250.9933,3.0,2.9041748,52.73452,1.0133759,114.61138,50.155262,30.76371,99.0,6.6502967,99.0,99,99,0.61809814,SA_PV2030,0.61809814,3.0,99.0,0.0,0,SA_PV2030,0.61809814,3.0,319.3993,1,315.18344,3.0,0.05690169
42.70547,11.15326,64221.69,3.502,Djibouti,64221.69,7.10332,2269.0,1.0125,716.0,118.875,0.87497,6.5009,16,0.589,9999,16.26,16.26,0.0,0.0,0.0,99,0,0,2,421.5493,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1396,1.2125351,0.21170193,70999.11,70999.11,81421.695,79535.46,89790.63,86254.29,70999.11,0,9999,99,0.0,0.0,81421.695,81421.695,6.5,5,34323260.0,37851180.0,38.914177,30.304527,99.0,0.1927201,0.30675521,99,99,0.43510404,MG_PV2025,0.1927201,5.0,99.0,0.0,0,MG_PV2025,0.1927201,5.0,58132550.0,1,713.9688,5.0,18733.18,89790.63,8368.938,3527920.2,38.914177,30.304527,99.0,0.19236083,0.3059618,99,99,0.28327972,MG_PV2030,0.19236083,5.0,0.040743623,0.0,1,Grid2030,0.040743623,1.0,1625031.8,1,194.17418,1.0,548.97845
42.73333,11.15418,532.35767,0.043,Djibouti,532.35767,6.83084,2256.0,1.1,685.0,186.61057,0.7296,0.11704,7,4.841,9999,15.215,15.215,0.0,0.0,1.02,99,0,0,1,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1467,1.1777451,0.19309327,588.5382,588.5382,604.745,590.7353,616.5938,592.3097,588.5382,0,9999,99,0.0,0.0,604.745,604.745,7.7,4,68395.805,69735.89,39.204536,30.31639,99.0,0.22068925,0.36227825,99,99,0.28145647,MG_PV2025,0.22068925,5.0,99.0,0.0,0,MG_PV2025,0.22068925,5.0,132004.88,1,218.28189,5.0,37.544632,616.5938,11.848808,1340.0836,39.204536,30.31639,99.0,0.21666785,0.35770997,99,99,0.6131665,MG_PV2030,0.21666785,5.0,0.06342226,0.0,1,Grid2030,0.06342226,1.0,783.4712,1,66.12236,1.0,0.20852995
42.48012,11.15469,45.53018,0.009,Djibouti,0.0,7.28075,2305.0,0.96667,595.0,175.8125,1.28488,0.0,16,22.829,9999,38.27,31.428,0.0,0.0,0.0,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1115,1.1236314,0.22380991,50.335052,0.0,51.721146,50.52296,52.73452,50.657608,50.335052,0,9999,99,0.0,0.0,51.721146,51.721146,7.7,4,5849.589,5964.2,38.762096,30.298315,99.0,0.30665934,0.40749052,99,99,0.27547324,SA_PV2025,0.27547324,3.0,99.0,0.0,0,SA_PV2025,0.27547324,3.0,12604.319,1,243.69762,3.0,2.8197584,52.73452,1.0133759,114.61138,38.762096,30.298315,99.0,6.6449323,6.745383,99,99,0.60013175,SA_PV2030,0.60013175,3.0,99.0,0.0,0,SA_PV2030,0.60013175,3.0,310.11523,1,306.0219,3.0,0.055247713
41.89752,11.15552,45.53018,0.009,Djibouti,0.0,4.73471,2232.0044,4.26677,256.03418,175.8125,1.17509,0.0,16,86.465,9999,100.401,44.34,27.836,27.836,27.99,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1112,1.0935532,0.063698396,50.335052,0.0,51.721146,50.52296,52.73452,50.657608,50.335052,0,9999,99,0.0,27.836,51.721146,51.721146,7.7,4,5849.589,5964.2,49.71315,30.74565,99.0,0.31254455,99.0,99,99,0.2844823,SA_PV2025,0.2844823,3.0,99.0,0.0,0,SA_PV2025,0.2844823,3.0,13016.532,1,251.66751,3.0,2.9119759,52.73452,1.0133759,114.61138,49.71315,30.74565,99.0,6.650792,99.0,99,99,0.6197584,SA_PV2030,0.6197584,3.0,99.0,0.0,0,SA_PV2030,0.6197584,3.0,320.25723,1,316.0301,3.0,0.057054535
42.74267,11.15552,48.39615,0.009,Djibouti,0.0,6.86192,2246.0,1.16667,677.0,118.875,0.75752,0.0,16,5.868,9999,14.518,14.518,0.0,0.0,1.145,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1113,1.1483939,0.19521372,53.50347,0.0,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,0.0,54.976814,54.976814,7.7,4,6217.8003,6339.626,39.425777,30.325426,99.0,0.30538598,0.4426212,99,99,0.2827096,SA_PV2025,0.2827096,3.0,99.0,0.0,0,SA_PV2025,0.2827096,3.0,13749.662,1,250.09929,3.0,3.075987,56.053978,1.0771644,121.825775,39.425777,30.325426,99.0,6.3442783,6.4809847,99,99,0.6158965,SA_PV2030,0.6158965,3.0,99.0,0.0,0,SA_PV2030,0.6158965,3.0,338.2951,1,314.0608,3.0,0.060268022
42.86852,11.15552,48.39615,0.009,Djibouti,0.0,5.21959,2158.0,1.65,531.0,232.75,1.58436,0.0,16,19.604,9999,3.544,3.544,2.716,2.716,2.698,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1114,1.1236314,0.08960125,53.50347,0.0,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,2.716,54.976814,54.976814,7.7,4,6217.8003,6339.626,41.02966,30.390942,99.0,0.312917,99.0,99,99,0.2942381,SA_PV2025,0.2942381,3.0,99.0,0.0,0,SA_PV2025,0.2942381,3.0,14310.354,1,260.29797,3.0,3.2014213,56.053978,1.0771644,121.825775,41.02966,30.390942,99.0,6.351777,99.0,99,99,0.6410119,SA_PV2030,0.6410119,3.0,99.0,0.0,0,SA_PV2030,0.6410119,3.0,352.09027,1,326.8677,3.0,0.06272566
41.89585,11.15594,136.59055,0.017,Djibouti,0.0,4.69835,2232.0,4.26667,256.0,175.8125,1.17509,0.0,16,86.648,9999,100.588,44.344,28.011,28.011,28.165,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1111,1.0935532,0.061905928,151.00516,0.0,155.16345,151.5689,158.20357,151.97284,151.00516,0,9999,99,28.011,28.011,155.16345,155.16345,7.7,4,17548.768,17892.602,49.71282,30.745636,99.0,0.24852814,99.0,99,99,0.28448287,MG_PV2025,0.24852814,5.0,99.0,0.0,0,MG_PV2025,0.24852814,5.0,38003.516,1,244.92569,5.0,9.736657,158.20357,3.0401278,343.83417,49.71282,30.745636,99.0,0.22347122,99.0,99,99,0.6197597,MG_PV2030,0.22347122,5.0,0.06779186,30.631517,1,Grid2030,0.06779186,1.0,209.23672,1,68.82498,1.0,0.05350392
42.11506,11.16135,91.06037,0.009,Djibouti,0.0,4.74078,2268.0,3.46667,484.0,175.8125,1.25052,0.0,7,62.711,9999,77.033,38.031,13.363,13.363,13.579,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1108,1.1076348,0.06399981,100.67011,0.0,103.4423,101.04593,105.469055,101.31523,100.67011,0,9999,99,13.363,13.363,103.4423,103.4423,7.7,4,11699.179,11928.401,47.058098,30.637196,99.0,0.25799716,99.0,99,99,0.27996728,MG_PV2025,0.25799716,5.0,99.0,0.0,0,MG_PV2025,0.25799716,5.0,26257.38,1,253.83601,5.0,6.388072,105.469055,2.026752,229.22278,47.058098,30.637196,99.0,0.21782646,99.0,99,99,0.60992223,MG_PV2030,0.21782646,5.0,0.06534483,14.801324,1,Grid2030,0.06534483,1.0,136.42368,1,67.311485,1.0,0.035669282
42.85352,11.16135,48.39615,0.009,Djibouti,0.0,5.67122,2164.0,1.58333,560.0,118.875,5.68403,0.0,7,17.993,9999,5.336,5.336,3.804,3.804,4.028,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1109,1.1236314,0.11655558,53.50347,0.0,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,3.804,54.976814,54.976814,7.7,4,6217.8003,6339.626,40.808422,30.381905,99.0,0.31238407,0.65986824,99,99,0.29342225,SA_PV2025,0.29342225,3.0,99.0,0.0,0,SA_PV2025,0.29342225,3.0,14270.676,1,259.57626,3.0,3.192545,56.053978,1.0771644,121.825775,40.808422,30.381905,99.0,6.3512464,6.697342,99,99,0.6392346,SA_PV2030,0.6392346,3.0,99.0,0.0,0,SA_PV2030,0.6392346,3.0,351.11404,1,325.96143,3.0,0.062551744
42.96354,11.16135,48.39615,0.009,Djibouti,0.0,4.32562,2106.0,1.6,395.0,118.875,0.97543,0.0,7,29.997,9999,5.414,5.414,3.493,3.493,3.464,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1110,1.1418033,0.044888902,53.50347,0.0,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,3.493,54.976814,54.976814,7.7,4,6217.8003,6339.626,40.86374,30.384165,99.0,0.31766298,99.0,99,99,0.3015032,SA_PV2025,0.3015032,3.0,99.0,0.0,0,SA_PV2025,0.3015032,3.0,14663.695,1,266.72507,3.0,3.2804687,56.053978,1.0771644,121.825775,40.86374,30.384165,99.0,6.356503,99.0,99,99,0.6568393,SA_PV2030,0.6568393,3.0,99.0,0.0,0,SA_PV2030,0.6568393,3.0,360.78384,1,334.93854,3.0,0.064274445
42.71183,11.16218,48.39615,0.009,Djibouti,48.39615,6.83958,2264.0,1.05,703.0,118.875,0.81297,0.45213,16,2.746,9999,17.628,17.628,1.219,1.219,1.054,99,0,0,0,113.098595,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1107,1.1777451,0.19368945,53.50347,53.50347,54.976814,53.70321,56.053978,53.846333,53.50347,0,9999,99,0.0,1.219,54.976814,54.976814,7.7,4,6217.8003,6339.626,39.038616,30.309612,99.0,0.30391768,0.44515458,99,99,0.2804619,SA_PV2025,0.2804619,3.0,99.0,0.0,0,SA_PV2025,0.2804619,3.0,13640.346,1,248.11087,3.0,3.0515313,56.053978,1.0771644,121.825775,39.038616,30.309612,99.0,6.3428164,6.4835076,99,99,0.6109998,SA_PV2030,0.6109998,3.0,99.0,0.0,0,SA_PV2030,0.6109998,3.0,335.60547,1,311.56384,3.0,0.059788857
42.50479,11.16421,3414.7637,0.256,Djibouti,3414.7637,7.18783,2303.3552,0.93926,586.86804,175.8125,0.57065,0.37579,16,20.18,9999,36.167,29.878,0.0,0.0,0.0,99,0,0,2,421.5493,0,0,0,0,0,0,5.450704,30.84507,113.098595,298.169,421.5493,1395,1.1236314,0.21747246,3775.1292,3775.1292,4329.314,4229.0195,4774.3027,4586.27,3775.1292,0,9999,99,42.732517,0.0,4329.314,4329.314,6.5,5,1825019.1,2012604.0,38.67114,30.2946,99.0,0.19044769,0.29933283,99,99,0.42861432,MG_PV2025,0.19044769,5.0,0.065191485,43.5886,3,Grid2025,0.065191485,1.0,1844887.0,1,426.13843,1.0,283.99063,4774.3027,444.989,187584.81,38.67114,30.2946,99.0,0.1928731,0.3013447,99,99,0.2790545,MG_PV2030,0.1928731,5.0,0.03,0.0,3,Grid2030,0.03,1.0,85226.34,1,191.5246,1.0,29.19001
